,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
2024-11-12 09:00:00,0.12142662,0.16079198,0.070653796,0.07042384,-0.11907771,-0.2096108,-0.17073044,0.17226344,0.11659323,0.110543184,-0.129685,0.041199997,0.14115915,0.04584322,-0.050709825,0.053548984,-0.07495273,0.14800069,0.20512964,0.10077788,0.09893012,0.22675341,0.053982083,-0.09207905,-0.023309465,0.20433661,-0.07397863,0.055165,-0.08485627,0.037474982,-0.06015183,-0.1039255,-0.1292741,-0.17267363,0.08631844,-0.16230884,0.13408348,0.17383516,-0.21298987,-0.12885678,0.066152066,-0.10557498,0.12787804,0.14545652,0.1788481,0.1855728,0.027360763,-0.032813802,0.065337,-0.18508993,8.3483756e-05,0.13922006,0.02371249,-0.08375088,-0.09555847,-0.21381517,-0.22460377,0.11592284,0.19891001,-0.19017287,-0.14365284,-0.17954458,0.13762861,0.04279708
2024-11-12 10:00:00,0.11812598,0.1624545,0.057118412,0.062148884,-0.111211926,-0.20136909,-0.16595599,0.17353894,0.119424276,0.09259589,-0.1079572,0.021634072,0.13734175,0.027632687,-0.039349977,0.03885191,-0.05050373,0.14190072,0.19900775,0.0850012,0.0998616,0.2305809,0.03869343,-0.07763645,-0.04284697,0.21058643,-0.059398614,0.048281744,-0.08146652,0.02378627,-0.03968595,-0.10132968,-0.12335249,-0.17089713,0.087372944,-0.15570098,0.12980339,0.17705531,-0.21612954,-0.11860922,0.04625256,-0.094663806,0.11588206,0.14890788,0.18344349,0.18940674,0.009917546,-0.011332214,0.04905633,-0.1727936,-0.014675375,0.13488376,0.00812385,-0.07095374,-0.096437804,-0.21720958,-0.23387955,0.11694038,0.20230648,-0.18842813,-0.13342842,-0.17719227,0.13168214,0.023238719
2024-11-12 11:00:00,0.1170066,0.16152193,0.04535237,0.05570841,-0.09835783,-0.18774615,-0.15389697,0.16357228,0.11966585,0.07380126,-0.08944826,0.017898705,0.12816758,0.014654249,-0.0288294,0.025315475,-0.037218764,0.13619876,0.1957281,0.070377424,0.097815014,0.22594298,0.026418831,-0.07660367,-0.051312197,0.20611942,-0.05567835,0.049186856,-0.078439325,0.007206591,-0.029148612,-0.100078754,-0.10997863,-0.16840118,0.08459725,-0.14242862,0.1183975,0.174613,-0.20725287,-0.10384134,0.024121191,-0.08231078,0.10977866,0.14033706,0.17565869,0.1820858,0.0004988499,-0.00015127286,0.050316375,-0.15632638,-0.019033499,0.12987572,-0.0067588873,-0.055212308,-0.09533192,-0.20901646,-0.22913137,0.11053139,0.20464423,-0.17583062,-0.11672053,-0.16798149,0.1166999,0.018636126
2024-11-12 12:00:00,0.11959716,0.15941377,0.037209243,0.0516814,-0.0840297,-0.17256424,-0.13834473,0.14670253,0.11651987,0.058346745,-0.07769248,0.029164284,0.11684257,0.0091024,-0.02087405,0.015600074,-0.036067665,0.13246736,0.19584197,0.059493456,0.09460231,0.21509135,0.018264666,-0.08739774,-0.048563693,0.19420396,-0.06265679,0.05594194,-0.07684561,-0.008907795,-0.030846473,-0.1009904,-0.09376439,-0.16631243,0.07912935,-0.12631875,0.103597105,0.16814417,-0.1908357,-0.08880155,0.004322134,-0.07164988,0.110469975,0.12338118,0.16014497,0.16708039,0.0018182695,-0.0005755499,0.06618752,-0.14049332,-0.01508848,0.1268827,-0.017955132,-0.0405214,-0.09256838,-0.19338495,-0.21436583,0.09873131,0.20600832,-0.15712604,-0.098782174,-0.15520228,0.09758886,0.02825737
2024-11-12 13:00:00,0.12565035,0.15744437,0.03146317,0.04856234,-0.07052466,-0.15835692,-0.1227566,0.12851101,0.11045679,0.046498746,-0.07092192,0.04776635,0.106134206,0.008251611,-0.014443878,0.008890308,-0.041156694,0.13052122,0.19802962,0.051335376,0.0922211,0.20198691,0.012003403,-0.10333752,-0.040285293,0.18035467,-0.07520816,0.06428019,-0.07650767,-0.023616415,-0.040302258,-0.103779204,-0.07852585,-0.16493334,0.07250668,-0.110513315,0.088947654,0.16043092,-0.17300972,-0.075745635,-0.01227925,-0.06328292,0.114991084,0.1038857,0.1433413,0.14985934,0.010750487,-0.007387433,0.087673545,-0.12751062,-0.008953556,0.12674475,-0.02583234,-0.02840865,-0.08903016,-0.17627358,-0.19674402,0.084724195,0.20715389,-0.13772608,-0.08294539,-0.14223257,0.07887058,0.044662137
2024-11-12 14:00:00,0.13307512,0.15629777,0.02707541,0.045465484,-0.059902363,-0.1472983,-0.11028018,0.114090055,0.10356414,0.037883274,-0.066421844,0.06450927,0.09816652,0.008549262,-0.008838668,0.0040521733,-0.04612714,0.12979594,0.20041585,0.04492827,0.09161732,0.19072187,0.0062523037,-0.11712722,-0.032711018,0.16967638,-0.08707056,0.07072194,-0.07683733,-0.03584616,-0.05071795,-0.10729472,-0.06717762,-0.16414356,0.06650249,-0.09788951,0.07769245,0.15416798,-0.15913825,-0.06604554,-0.025170825,-0.05730865,0.11955228,0.08780261,0.13070837,0.13590762,0.021367932,-0.014210027,0.10570679,-0.118375845,-0.005252922,0.1284789,-0.031258147,-0.019592777,-0.08586599,-0.16294688,-0.18279934,0.07257251,0.20861135,-0.12242715,-0.07129144,-0.13205941,0.06435853,0.059286058
2024-11-12 15:00:00,0.13950196,0.15587343,0.023628525,0.04239864,-0.052928038,-0.14012572,-0.10217615,0.10541277,0.09796385,0.031902105,-0.062466048,0.074295245,0.093441606,0.007865712,-0.004015092,0.0003656149,-0.047794793,0.12964663,0.2017876,0.039853044,0.09239522,0.18334025,0.0009898208,-0.12508179,-0.029022262,0.1641018,-0.09455598,0.07416628,-0.07716494,-0.044884585,-0.05740834,-0.110351965,-0.060400385,-0.16364224,0.06209498,-0.08961492,0.0710078,0.15049228,-0.15114476,-0.059767947,-0.034258746,-0.053374473,0.121922,0.0778973,0.12400299,0.12765941,0.02901054,-0.017416172,0.11611464,-0.11272861,-0.005048886,0.13039936,-0.03502646,-0.013878524,-0.083761185,-0.15533313,-0.17506398,0.064654805,0.21042737,-0.113025144,-0.06397141,-0.12577182,0.055344656,0.06754347
2024-11-12 16:00:00,0.14366207,0.15570171,0.020784076,0.039534934,-0.048834667,-0.13596813,-0.097660504,0.10140526,0.094534256,0.027579598,-0.05837316,0.07710405,0.091060266,0.005683299,6.9729984e-05,-0.0027098283,-0.046003483,0.129446,0.20190111,0.03570074,0.09358829,0.17957006,-0.003538765,-0.12749103,-0.029228393,0.16258302,-0.0972641,0.075258635,-0.07696314,-0.051068284,-0.059217546,-0.11234423,-0.05692349,-0.16313326,0.059194118,-0.084916554,0.067892864,0.14896366,-0.14781858,-0.05587627,-0.040376954,-0.050660267,0.121809565,0.07341194,0.12178671,0.12426012,0.032142095,-0.016603034,0.119594604,-0.10926221,-0.0072048604,0.13134553,-0.03793133,-0.01027412,-0.08269934,-0.15231313,-0.17241153,0.060768057,0.21235803,-0.10839924,-0.0596297,-0.122582585,0.050676934,0.06947747
2024-11-12 17:00:00,0.14552489,0.15540594,0.018222641,0.036926147,-0.04630544,-0.13340615,-0.095170856,0.09991097,0.09301732,0.023977026,-0.05408237,0.07550543,0.08978966,0.0024263598,0.0035969317,-0.005540479,-0.042012285,0.12882754,0.20110114,0.03205447,0.09445163,0.17804374,-0.00732062,-0.12650181,-0.03182434,0.16307479,-0.09663964,0.075150274,-0.076039955,-0.055365056,-0.05735053,-0.11328286,-0.05501342,-0.16246268,0.05720164,-0.08226259,0.066611186,0.14854793,-0.14691031,-0.05314441,-0.044771336,-0.048386447,0.12000647,0.072079405,0.121694885,0.12353082,0.031607643,-0.013115715,0.118937135,-0.10668981,-0.01020731,0.13105056,-0.040552855,-0.0076977834,-0.082290314,-0.15172623,-0.17242926,0.059373464,0.21413794,-0.10639566,-0.056675553,-0.12106469,0.048384078,0.0674435
2024-11-12 18:00:00,0.14564462,0.15483542,0.015608236,0.034453962,-0.044215374,-0.13124213,-0.09335546,0.0991754,0.0927595,0.020317681,-0.04952813,0.07196057,0.088707656,-0.0014408007,0.0068886355,-0.008447979,-0.03691348,0.12766209,0.19978394,0.028466001,0.09470429,0.17746021,-0.0106766075,-0.1240657,-0.03546303,0.16402282,-0.09424467,0.0746851,-0.074450314,-0.058878236,-0.053406112,-0.11347312,-0.053372532,-0.16159298,0.055546217,-0.080303565,0.065763295,0.14842351,-0.14665562,-0.050617315,-0.048666105,-0.04599624,0.117322244,0.07190631,0.12197592,0.12363542,0.028850783,-0.008314859,0.11656755,-0.10410256,-0.01316547,0.12973431,-0.043305643,-0.00529667,-0.0821609,-0.15185076,-0.17321987,0.058959283,0.2156581,-0.10523285,-0.053912662,-0.12004995,0.04682622,0.06366283
2024-11-12 19:00:00,0.14458,0.1539621,0.012511641,0.031848926,-0.04174705,-0.12861279,-0.09128575,0.09815137,0.093207754,0.015857741,-0.044326834,0.067795254,0.0872353,-0.0058581196,0.010401938,-0.011861917,-0.031026125,0.12587081,0.19814366,0.02437199,0.094375804,0.17699312,-0.014189355,-0.12122381,-0.03957734,0.16463727,-0.09099434,0.0742172,-0.07229857,-0.06265092,-0.04831361,-0.113218755,-0.051177442,-0.16050388,0.053853057,-0.078080975,0.06446003,0.14817232,-0.14606394,-0.04757061,-0.053183742,-0.043024715,0.11410302,0.07168929,0.12170036,0.12350546,0.024831014,-0.0028208643,0.11374123,-0.10081926,-0.015892792,0.12763567,-0.046621412,-0.0023765787,-0.08210758,-0.15171266,-0.17380133,0.058509465,0.21696666,-0.103787914,-0.050483078,-0.11879352,0.04489501,0.059288014
2024-11-12 20:00:00,0.14268643,0.1527447,0.008765116,0.028989233,-0.038548343,-0.12515315,-0.0885416,0.09636252,0.09404295,0.010295458,-0.038340017,0.063642025,0.08513108,-0.010742661,0.014348235,-0.015971955,-0.02455943,0.12346479,0.19629072,0.019525893,0.09358704,0.17624928,-0.01814776,-0.118479185,-0.04386678,0.16456355,-0.087414145,0.07383945,-0.06972421,-0.06719571,-0.042587426,-0.11272221,-0.048078313,-0.1591872,0.051966596,-0.0751711,0.062324766,0.14764807,-0.14469627,-0.04368347,-0.058810122,-0.03928539,0.11048863,0.070897,0.12042925,0.122666724,0.02011311,0.0029990226,0.11099294,-0.09655206,-0.018281154,0.12487961,-0.050626077,0.0013533756,-0.08208954,-0.15087663,-0.1737307,0.05753178,0.2181102,-0.10154675,-0.045993105,-0.116973564,0.042073786,0.054854512
2024-11-12 21:00:00,0.14011972,0.15107419,0.005579263,0.026669547,-0.035502292,-0.121811986,-0.08579044,0.09402793,0.09517044,0.0052746013,-0.03339891,0.060651284,0.08289101,-0.014625374,0.017640825,-0.019547421,-0.019463524,0.120994315,0.19465989,0.015360013,0.09238362,0.17521666,-0.021196827,-0.11668987,-0.046944555,0.1635574,-0.08450299,0.073815666,-0.06713343,-0.07118074,-0.03760971,-0.11213442,-0.04478246,-0.15783241,0.050044395,-0.072394975,0.059957534,0.14682706,-0.14262941,-0.039946854,-0.06368636,-0.03577842,0.10728412,0.0696564,0.118050046,0.12116679,0.01584884,0.007510178,0.10917338,-0.09243545,-0.019136269,0.12172353,-0.053938456,0.004728876,-0.082185835,-0.14936185,-0.17261225,0.056258205,0.21883684,-0.09896606,-0.041455045,-0.11502858,0.0390845,0.051533565
2024-11-12 22:00:00,0.13691139,0.14883396,0.0066356584,0.027320035,-0.03557629,-0.12178372,-0.085504614,0.092337,0.09659691,0.006009668,-0.035121568,0.06170869,0.08229004,-0.013264019,0.016855244,-0.018707205,-0.021262594,0.12002371,0.1944421,0.016372457,0.090636946,0.1742802,-0.019048192,-0.117885895,-0.04507342,0.16130911,-0.08453101,0.0749067,-0.06541843,-0.07005322,-0.037021272,-0.11164442,-0.043798648,-0.15708,0.048639927,-0.07265025,0.059491135,0.14568533,-0.14061797,-0.039738186,-0.061772265,-0.035669,0.10690123,0.06883104,0.11485417,0.11959288,0.014899371,0.0062731057,0.110390365,-0.09224684,-0.01526523,0.11902347,-0.052438132,0.0039659142,-0.08250333,-0.14773108,-0.16978145,0.055856336,0.21829064,-0.09802541,-0.040462963,-0.114591956,0.038728245,0.052380543
2024-11-12 23:00:00,0.13314022,0.1459896,0.017089676,0.03431947,-0.043041892,-0.12977122,-0.09138332,0.09306153,0.0980791,0.020193629,-0.051904477,0.07131046,0.08603177,-0.00044345856,0.0070849843,-0.0077888556,-0.038037386,0.122691326,0.19746234,0.029054917,0.08810264,0.17408592,-0.0055754185,-0.12505105,-0.032875,0.15732297,-0.0907012,0.0780393,-0.06570982,-0.05705539,-0.04631516,-0.111472555,-0.048847638,-0.15791246,0.04848701,-0.08023492,0.0639209,0.1440576,-0.13988562,-0.048190504,-0.04412736,-0.04350939,0.11307281,0.069610715,0.11142284,0.118676774,0.021629667,-0.0072589777,0.11770296,-0.10169342,-0.0024602655,0.118394434,-0.04023277,-0.006530121,-0.08300281,-0.14692791,-0.1643488,0.057819784,0.21507658,-0.10176317,-0.048563465,-0.11805761,0.045286216,0.06206052
2024-11-13 00:00:00,0.12922709,0.14269887,0.04022506,0.04976828,-0.060784772,-0.14916492,-0.10612627,0.09743709,0.09881393,0.05344998,-0.09012979,0.0933926,0.09620204,0.028441317,-0.014983401,0.01722119,-0.07574211,0.13033713,0.20526676,0.05788524,0.084696054,0.17517945,0.023286827,-0.14052728,-0.006459936,0.1510408,-0.10543185,0.08345306,-0.06873721,-0.027291514,-0.07000258,-0.11178518,-0.06265182,-0.16109432,0.05003302,-0.098262176,0.075107746,0.14162979,-0.14142786,-0.069283746,-0.0042497516,-0.06241944,0.1288717,0.072636515,0.10829432,0.11863057,0.039810967,-0.038105596,0.13329206,-0.1251471,0.021539507,0.12169755,-0.0132792,-0.030843586,-0.08337816,-0.14776117,-0.15573667,0.062676586,0.20795022,-0.112489656,-0.070166126,-0.12710992,0.062020935,0.084442414
2024-11-13 01:00:00,0.12620501,0.13964215,0.074376054,0.07244922,-0.087937415,-0.1792949,-0.12936325,0.10566221,0.09776849,0.10448705,-0.1485018,0.12775487,0.11276384,0.07226402,-0.04805862,0.055171918,-0.13261916,0.14250098,0.21786232,0.10131103,0.08095911,0.1778329,0.06560313,-0.16365644,0.03284347,0.14287873,-0.1281656,0.09012906,-0.07445143,0.017958142,-0.1079799,-0.11270717,-0.08503811,-0.16672085,0.05324004,-0.12615286,0.09240853,0.1384461,-0.14580183,-0.10271209,0.05615132,-0.091530584,0.15417746,0.0777898,0.10634119,0.11939078,0.0697656,-0.085229695,0.15607026,-0.16219704,0.05410386,0.1301669,0.026946684,-0.068120606,-0.08323812,-0.15079775,-0.14494601,0.06960012,0.19695869,-0.130276,-0.105255574,-0.1415503,0.08877325,0.11908398
2024-11-13 02:00:00,0.12556727,0.13842858,0.111820385,0.097031474,-0.11938398,-0.21445665,-0.15717685,0.11776366,0.0947087,0.1626493,-0.21445823,0.16619843,0.13310865,0.121469736,-0.084924735,0.09802563,-0.19525643,0.15680295,0.23260832,0.14988464,0.078554034,0.18250482,0.11154277,-0.18831153,0.07567997,0.13610083,-0.15337288,0.09552326,-0.082029864,0.0692261,-0.15246953,-0.114333645,-0.11268078,-0.17409612,0.057932347,-0.15884091,0.11304128,0.13591906,-0.15401447,-0.14236784,0.12434537,-0.1251724,0.18361917,0.085307926,0.10815446,0.12217369,0.10578534,-0.13802178,0.17928152,-0.20603107,0.08605562,0.14348155,0.07178731,-0.11107478,-0.08263534,-0.15718776,-0.1364392,0.07753153,0.18448961,-0.1529802,-0.14789987,-0.15934262,0.121330194,0.15774494
2024-11-13 03:00:00,0.12818423,0.14114904,0.14086242,0.115410104,-0.1476558,-0.24576563,-0.18374589,0.13470913,0.09112034,0.21059328,-0.26673102,0.19223247,0.15305333,0.15969057,-0.11426683,0.13274682,-0.24059641,0.16950457,0.2443276,0.18860611,0.080009505,0.1905995,0.14578974,-0.20275956,0.105747074,0.1371624,-0.1705811,0.09567239,-0.08999252,0.11164012,-0.18818599,-0.11638136,-0.14056093,-0.18172461,0.064376794,-0.18861812,0.13366707,0.13718474,-0.16834617,-0.17802343,0.18015473,-0.15444997,0.20684725,0.09714402,0.118446335,0.13056004,0.13590935,-0.1774105,0.19024391,-0.24523333,0.10347329,0.1590809,0.107649006,-0.14806469,-0.08252625,-0.16940948,-0.13837013,0.0865912,0.17487478,-0.17773788,-0.18796438,-0.1777788,0.15319304,0.18433532
2024-11-13 04:00:00,0.13257176,0.14855582,0.15220368,0.12126825,-0.1670905,-0.2662397,-0.20475574,0.15780483,0.09005069,0.23384053,-0.28697842,0.188843,0.16914284,0.1723291,-0.1268711,0.14827538,-0.24831145,0.17704165,0.24779582,0.20522654,0.08689288,0.20413978,0.15627933,-0.19525817,0.10804942,0.15204343,-0.16906579,0.08696788,-0.096490934,0.1336124,-0.19897652,-0.11769996,-0.16445948,-0.18765661,0.073234454,-0.20966735,0.1522358,0.1454185,-0.19103932,-0.20087372,0.20745993,-0.17165285,0.2134026,0.11643167,0.14106934,0.1486718,0.1467101,-0.1855407,0.17621146,-0.2697544,0.095724195,0.17236844,0.12341642,-0.16939054,-0.08449287,-0.18997124,-0.15806894,0.098440535,0.17184074,-0.2026927,-0.21640536,-0.1949971,0.17919995,0.18247847
2024-11-13 05:00:00,0.13455138,0.15850276,0.14506955,0.114668876,-0.1767918,-0.27497363,-0.219417,0.18599138,0.094473116,0.22997983,-0.2719453,0.15020946,0.18023668,0.15619186,-0.12169428,0.14252937,-0.21538614,0.17779596,0.24110737,0.19842684,0.097662486,0.22358313,0.14300087,-0.16269079,0.07920982,0.18076567,-0.14497314,0.06926444,-0.09972697,0.13439596,-0.17743175,-0.11655163,-0.18214676,-0.19036487,0.08430716,-0.22136149,0.16832349,0.1608969,-0.22095448,-0.20846027,0.20452222,-0.17439806,0.19948955,0.14424674,0.17429224,0.17690682,0.13087049,-0.15793984,0.13416693,-0.27646232,0.06446143,0.17828295,0.11753825,-0.17288534,-0.089550346,-0.2181195,-0.19505382,0.11484039,0.1759715,-0.22677882,-0.2298257,-0.21020512,0.19766197,0.14667067
2024-11-13 06:00:00,0.1301775,0.16728063,0.12558532,0.10066315,-0.17858128,-0.27505505,-0.22841913,0.21419778,0.104852274,0.20692354,-0.23262495,0.08619657,0.18646097,0.11956532,-0.10454631,0.121373504,-0.15626921,0.17222017,0.22663252,0.1758602,0.10815873,0.24610446,0.11580193,-0.11333165,0.02888222,0.21604693,-0.103905156,0.046559982,-0.09838794,0.12125515,-0.12896338,-0.111759424,-0.1921869,-0.18948801,0.09563865,-0.22597,0.18105197,0.17988518,-0.25221258,-0.20360479,0.18107712,-0.16512968,0.17007512,0.17651804,0.21017215,0.2096826,0.09133732,-0.10503064,0.074256144,-0.26835704,0.0218158,0.17428973,0.09642899,-0.16254495,-0.09689069,-0.24843332,-0.2397851,0.13475414,0.18466073,-0.24773216,-0.22966495,-0.2222543,0.20869935,0.086254895
2024-11-13 07:00:00,0.11943029,0.17220679,0.101359256,0.0850707,-0.17347662,-0.26853,-0.23072195,0.23468584,0.11871785,0.17442578,-0.18388167,0.016977604,0.18700251,0.07528384,-0.082786135,0.09302191,-0.09162213,0.16239817,0.2092813,0.14674756,0.11425507,0.26582235,0.0858255,-0.06256375,-0.026388964,0.24685235,-0.058261983,0.025942944,-0.09288505,0.10117086,-0.068797976,-0.10389373,-0.1926611,-0.18575297,0.10442434,-0.22406498,0.18755767,0.19644624,-0.27589825,-0.18976873,0.14766131,-0.1481397,0.13543889,0.204276,0.23805007,0.23751187,0.039773103,-0.044482827,0.015285812,-0.24978629,-0.017627906,0.1618702,0.068096325,-0.14324614,-0.10411564,-0.27226993,-0.2784806,0.15339082,0.19411172,-0.26065913,-0.21808156,-0.22847927,0.2109819,0.02056932
2024-11-13 08:00:00,0.1069609,0.1722883,0.07948016,0.07292242,-0.16142027,-0.25527546,-0.22349125,0.23931924,0.13167237,0.14070882,-0.13927656,-0.03342519,0.17995179,0.03691975,-0.0630179,0.06572514,-0.041809063,0.15181814,0.19484723,0.11921115,0.11371165,0.27516365,0.061767865,-0.028326169,-0.06794116,0.26197916,-0.024089761,0.015989438,-0.085993946,0.07819496,-0.017610364,-0.095674254,-0.18171969,-0.18044172,0.10810015,-0.21384257,0.18392113,0.20466475,-0.28251064,-0.1694029,0.111711256,-0.12821011,0.10747688,0.21637684,0.24753174,0.25005183,-0.006576147,0.0039390847,-0.020898372,-0.22464144,-0.040644646,0.14551814,0.03991657,-0.119029105,-0.108482145,-0.27997044,-0.29727566,0.16363448,0.20104763,-0.25895742,-0.19657731,-0.22528219,0.20116849,-0.027028799
